Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,0.0,Travel_Rarely,1465,Research & Development,1,3,Medical,1,4,Male,50.0 - 75.0,3,1,Research Scientist,2,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,True,19.0 - 25.0,4,1,80,1,12,2,3,11,9,5,7
33,0.0,Non-Travel,722,Sales,17,3,Life Sciences,1,4,Male,25.0 - 50.0,3,4,Manager,3,Single,14999.0 - 19999.0,20249.0 - 26999.0,1,Y,False,6.0 - 12.0,3,4,80,0,10,2,3,10,8,6,0
43,0.0,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,1,Female,50.0 - 75.0,3,2,Manufacturing Director,2,Divorced,0.0 - 5000.0,20249.0 - 26999.0,4,Y,False,19.0 - 25.0,4,3,80,1,4,2,4,1,0,0,0
42,0.0,Travel_Frequently,458,Research & Development,26,5,Medical,1,1,Female,50.0 - 75.0,3,3,Research Director,1,Married,10000.0 - 14999.0,20249.0 - 26999.0,3,Y,True,12.0 - 19.0,3,3,80,0,20,6,3,1,0,0,0
37,0.0,Travel_Rarely,921,Research & Development,10,3,Medical,1,3,Female,75.0 - 100.0,3,1,Laboratory Technician,1,Married,0.0 - 5000.0,13500.0 - 20249.0,6,Y,False,19.0 - 25.0,4,2,80,1,17,3,3,5,4,0,3
24,0.0,Travel_Frequently,535,Sales,24,3,Medical,1,4,Male,25.0 - 50.0,3,1,Sales Representative,4,Married,0.0 - 5000.0,0.0 - 6750.0,0,Y,False,12.0 - 19.0,3,3,80,2,3,3,3,2,2,2,1
37,0.0,Non-Travel,1063,Research & Development,25,5,Medical,1,2,Female,50.0 - 75.0,3,2,Research Scientist,3,Married,0.0 - 5000.0,20249.0 - 26999.0,3,Y,True,12.0 - 19.0,3,1,80,2,15,2,3,13,11,10,7
37,0.0,Travel_Rarely,558,Sales,2,3,Marketing,1,4,Male,50.0 - 75.0,3,2,Sales Executive,3,Married,5000.0 - 10000.0,0.0 - 6750.0,4,Y,True,6.0 - 12.0,3,3,80,1,17,3,2,3,0,1,0
40,0.0,Travel_Frequently,1395,Research & Development,26,3,Medical,1,2,Female,50.0 - 75.0,3,2,Research Scientist,2,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,1,80,1,20,2,3,20,7,2,13
55,1.0,Travel_Rarely,436,Sales,2,1,Medical,1,3,Male,25.0 - 50.0,3,2,Sales Executive,4,Single,5000.0 - 10000.0,20249.0 - 26999.0,4,Y,False,12.0 - 19.0,3,3,80,0,12,3,2,9,7,7,3
34,0.0,Travel_Rarely,507,Sales,15,2,Medical,1,3,Female,50.0 - 75.0,3,2,Sales Executive,1,Single,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,False,6.0 - 12.0,3,4,80,0,10,6,4,10,8,9,6
18,0.0,Travel_Rarely,812,Sales,10,3,Medical,1,4,Female,50.0 - 75.0,2,1,Sales Representative,3,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,1,80,0,0,2,3,0,0,0,0
41,0.0,Travel_Rarely,334,Sales,2,4,Life Sciences,1,4,Male,75.0 - 100.0,3,4,Manager,2,Single,14999.0 - 19999.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,2,80,0,22,2,3,22,10,0,4
44,0.0,Travel_Frequently,383,Sales,1,5,Marketing,1,1,Female,75.0 - 100.0,3,2,Sales Executive,3,Married,0.0 - 5000.0,6750.0 - 13500.0,7,Y,False,6.0 - 12.0,3,3,80,1,11,4,2,1,0,0,0
42,0.0,Travel_Rarely,691,Sales,8,4,Marketing,1,3,Male,25.0 - 50.0,3,2,Sales Executive,2,Married,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,False,6.0 - 12.0,3,4,80,1,10,2,3,9,7,4,2
51,0.0,Travel_Rarely,313,Research & Development,3,3,Medical,1,4,Female,75.0 - 100.0,3,4,Healthcare Representative,2,Single,10000.0 - 14999.0,6750.0 - 13500.0,3,Y,False,12.0 - 19.0,3,3,80,0,21,6,3,7,7,1,0
32,1.0,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,4,Male,50.0 - 75.0,2,1,Laboratory Technician,3,Single,0.0 - 5000.0,6750.0 - 13500.0,0,Y,True,12.0 - 19.0,3,4,80,0,4,2,1,3,2,1,2
31,0.0,Travel_Rarely,688,Sales,7,3,Life Sciences,1,3,Male,25.0 - 50.0,2,3,Manager,4,Divorced,10000.0 - 14999.0,20249.0 - 26999.0,9,Y,False,19.0 - 25.0,4,3,80,1,10,3,2,5,4,0,1
31,0.0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,3,Female,75.0 - 100.0,3,2,Manufacturing Director,1,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,6.0 - 12.0,3,3,80,1,4,1,3,4,3,0,3
30,1.0,Travel_Frequently,109,Research & Development,5,3,Medical,1,2,Female,50.0 - 75.0,3,1,Laboratory Technician,2,Single,0.0 - 5000.0,20249.0 - 26999.0,0,Y,False,12.0 - 19.0,3,1,80,0,4,3,3,3,2,1,2
36,0.0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,4,Female,75.0 - 100.0,3,1,Research Scientist,3,Married,0.0 - 5000.0,6750.0 - 13500.0,4,Y,False,12.0 - 19.0,3,2,80,1,6,3,3,2,2,2,2
28,0.0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1,Male,25.0 - 50.0,3,1,Laboratory Technician,3,Divorced,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,4,80,1,4,5,2,4,2,2,2
30,0.0,Travel_Rarely,1176,Research & Development,20,3,Other,1,3,Male,75.0 - 100.0,3,2,Manufacturing Director,1,Married,5000.0 - 10000.0,6750.0 - 13500.0,0,Y,False,12.0 - 19.0,3,3,80,1,7,1,2,6,2,0,2
35,0.0,Travel_Rarely,890,Sales,2,3,Marketing,1,4,Female,75.0 - 100.0,3,1,Sales Representative,4,Married,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,1,80,0,2,3,3,2,2,2,2
59,0.0,Travel_Rarely,1429,Research & Development,18,4,Medical,1,4,Male,50.0 - 75.0,3,3,Manufacturing Director,4,Single,10000.0 - 14999.0,13500.0 - 20249.0,6,Y,False,6.0 - 12.0,3,4,80,0,25,6,2,9,7,5,4
39,0.0,Non-Travel,1485,Research & Development,25,2,Life Sciences,1,3,Male,50.0 - 75.0,3,3,Healthcare Representative,3,Married,10000.0 - 14999.0,0.0 - 6750.0,3,Y,False,19.0 - 25.0,4,2,80,1,13,2,3,6,4,0,5
29,0.0,Travel_Frequently,442,Sales,2,2,Life Sciences,1,2,Male,25.0 - 50.0,3,2,Sales Executive,4,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,1,80,0,10,3,2,10,7,0,9
34,1.0,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,2,Female,25.0 - 50.0,3,3,Human Resources,1,Divorced,5000.0 - 10000.0,6750.0 - 13500.0,9,Y,True,12.0 - 19.0,3,3,80,3,11,2,3,3,2,0,2
36,0.0,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,3,Male,25.0 - 50.0,3,2,Research Scientist,2,Single,0.0 - 5000.0,20249.0 - 26999.0,4,Y,False,6.0 - 12.0,3,4,80,0,10,2,3,8,0,7,7
30,0.0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,4,Female,75.0 - 100.0,3,1,Research Scientist,1,Divorced,0.0 - 5000.0,6750.0 - 13500.0,5,Y,False,12.0 - 19.0,3,4,80,1,8,3,3,3,2,2,2
27,0.0,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,3,Male,25.0 - 50.0,2,3,Research Director,4,Divorced,10000.0 - 14999.0,6750.0 - 13500.0,1,Y,True,12.0 - 19.0,3,2,80,1,9,3,3,9,8,0,8
43,0.0,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,3,Female,25.0 - 50.0,3,3,Healthcare Representative,1,Married,5000.0 - 10000.0,6750.0 - 13500.0,8,Y,False,12.0 - 19.0,3,1,80,1,10,1,2,1,0,0,0
38,0.0,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,3,Male,75.0 - 100.0,2,3,Research Director,4,Divorced,10000.0 - 14999.0,13500.0 - 20249.0,0,Y,True,12.0 - 19.0,3,2,80,1,12,3,3,11,10,2,9
31,0.0,Travel_Frequently,793,Sales,20,3,Life Sciences,1,3,Male,50.0 - 75.0,4,1,Sales Representative,4,Married,0.0 - 5000.0,20249.0 - 26999.0,0,Y,False,6.0 - 12.0,3,1,80,1,3,4,3,2,2,2,2
30,0.0,Travel_Rarely,501,Sales,27,5,Marketing,1,3,Male,75.0 - 100.0,3,2,Sales Executive,4,Divorced,5000.0 - 10000.0,20249.0 - 26999.0,7,Y,False,19.0 - 25.0,4,4,80,1,10,2,2,8,7,7,7
44,0.0,Travel_Rarely,1448,Sales,28,3,Medical,1,4,Female,50.0 - 75.0,4,4,Sales Executive,4,Married,10000.0 - 14999.0,6750.0 - 13500.0,3,Y,True,12.0 - 19.0,3,3,80,1,23,2,3,12,11,11,11
23,0.0,Travel_Rarely,650,Research & Development,9,1,Medical,1,2,Male,25.0 - 50.0,3,1,Laboratory Technician,1,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,4,80,1,5,2,4,4,3,0,2
21,1.0,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,3,Female,25.0 - 50.0,2,1,Laboratory Technician,1,Single,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,1,80,0,1,6,2,1,0,1,0
31,0.0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,4,Male,25.0 - 50.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,13500.0 - 20249.0,3,Y,True,12.0 - 19.0,3,2,80,1,8,2,3,6,4,0,2
46,1.0,Travel_Rarely,377,Sales,9,3,Marketing,1,1,Male,50.0 - 75.0,3,3,Sales Executive,4,Divorced,10000.0 - 14999.0,13500.0 - 20249.0,4,Y,False,6.0 - 12.0,3,1,80,1,28,1,4,7,7,4,3
53,0.0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,4,Male,75.0 - 100.0,3,2,Laboratory Technician,4,Single,0.0 - 5000.0,6750.0 - 13500.0,2,Y,False,12.0 - 19.0,3,4,80,0,19,4,3,2,2,2,2
49,0.0,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,3,Female,25.0 - 50.0,3,1,Research Scientist,1,Married,0.0 - 5000.0,6750.0 - 13500.0,2,Y,False,12.0 - 19.0,3,2,80,1,7,2,3,4,2,0,2
46,0.0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,4,Female,50.0 - 75.0,2,2,Research Scientist,1,Divorced,0.0 - 5000.0,20249.0 - 26999.0,8,Y,True,19.0 - 25.0,4,1,80,3,19,2,3,16,13,1,7
31,0.0,Travel_Rarely,140,Research & Development,12,1,Medical,1,3,Female,75.0 - 100.0,3,1,Research Scientist,4,Married,0.0 - 5000.0,6750.0 - 13500.0,8,Y,True,19.0 - 25.0,4,3,80,1,7,0,3,4,2,0,2
58,0.0,Travel_Rarely,1055,Research & Development,1,3,Medical,1,4,Female,75.0 - 100.0,3,5,Research Director,1,Married,14999.0 - 19999.0,20249.0 - 26999.0,3,Y,True,19.0 - 25.0,4,3,80,1,32,3,3,9,8,1,5
34,0.0,Non-Travel,1065,Sales,23,4,Marketing,1,2,Male,50.0 - 75.0,3,2,Sales Executive,3,Single,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,19.0 - 25.0,4,3,80,0,10,2,3,9,5,8,7
35,0.0,Travel_Frequently,664,Research & Development,1,3,Medical,1,2,Male,75.0 - 100.0,3,1,Research Scientist,1,Married,0.0 - 5000.0,0.0 - 6750.0,4,Y,False,12.0 - 19.0,3,4,80,1,5,2,2,3,2,1,2
32,0.0,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,1,Male,75.0 - 100.0,4,1,Research Scientist,2,Divorced,0.0 - 5000.0,13500.0 - 20249.0,0,Y,True,6.0 - 12.0,3,4,80,2,7,5,2,6,2,0,5
35,0.0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,4,Male,25.0 - 50.0,1,1,Laboratory Technician,3,Single,0.0 - 5000.0,13500.0 - 20249.0,0,Y,False,12.0 - 19.0,3,3,80,0,6,2,3,5,4,4,3
19,0.0,Travel_Rarely,265,Research & Development,25,3,Life Sciences,1,2,Female,50.0 - 75.0,4,1,Research Scientist,4,Single,0.0 - 5000.0,20249.0 - 26999.0,1,Y,True,6.0 - 12.0,3,4,80,0,1,2,3,1,0,0,1
28,0.0,Travel_Rarely,866,Sales,5,3,Medical,1,4,Male,75.0 - 100.0,3,2,Sales Executive,1,Single,5000.0 - 10000.0,20249.0 - 26999.0,0,Y,False,12.0 - 19.0,3,4,80,0,6,4,3,5,4,1,3
32,1.0,Travel_Rarely,1045,Sales,4,4,Medical,1,4,Male,25.0 - 50.0,1,3,Sales Executive,4,Married,10000.0 - 14999.0,20249.0 - 26999.0,1,Y,False,6.0 - 12.0,3,3,80,0,14,2,2,14,8,9,8
43,0.0,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,4,Female,25.0 - 50.0,3,2,Healthcare Representative,4,Married,5000.0 - 10000.0,20249.0 - 26999.0,4,Y,False,12.0 - 19.0,3,2,80,1,12,2,2,5,2,2,2
37,0.0,Travel_Rarely,367,Research & Development,25,2,Medical,1,3,Female,50.0 - 75.0,2,2,Healthcare Representative,4,Divorced,5000.0 - 10000.0,13500.0 - 20249.0,7,Y,False,12.0 - 19.0,3,3,80,2,9,2,3,6,2,1,3
38,0.0,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,4,Male,75.0 - 100.0,3,2,Manufacturing Director,3,Married,5000.0 - 10000.0,6750.0 - 13500.0,9,Y,False,12.0 - 19.0,3,2,80,0,14,3,3,1,0,0,0
30,0.0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,3,Male,25.0 - 50.0,3,2,Human Resources,4,Married,5000.0 - 10000.0,13500.0 - 20249.0,0,Y,True,12.0 - 19.0,3,4,80,0,12,2,1,11,9,4,7
53,0.0,Travel_Rarely,1436,Sales,6,2,Marketing,1,2,Male,25.0 - 50.0,3,2,Sales Representative,3,Married,0.0 - 5000.0,13500.0 - 20249.0,2,Y,True,19.0 - 25.0,4,4,80,1,13,3,1,7,7,4,5
42,0.0,Travel_Rarely,635,Sales,1,1,Life Sciences,1,2,Male,75.0 - 100.0,3,2,Sales Executive,3,Married,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,19.0 - 25.0,4,3,80,0,20,3,3,20,16,11,6
30,0.0,Travel_Frequently,160,Research & Development,3,3,Medical,1,3,Female,50.0 - 75.0,3,1,Research Scientist,3,Divorced,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,19.0 - 25.0,4,3,80,1,1,2,3,1,0,0,0
25,1.0,Travel_Rarely,867,Sales,19,2,Marketing,1,3,Male,25.0 - 50.0,2,1,Sales Representative,2,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,True,12.0 - 19.0,3,3,80,3,1,2,3,1,0,0,0
53,0.0,Travel_Rarely,447,Research & Development,2,3,Medical,1,4,Male,25.0 - 50.0,4,4,Research Director,2,Single,14999.0 - 19999.0,13500.0 - 20249.0,4,Y,False,6.0 - 12.0,3,2,80,0,35,2,2,9,8,8,8
29,0.0,Travel_Rarely,1090,Sales,10,3,Marketing,1,4,Male,75.0 - 100.0,3,1,Sales Representative,2,Divorced,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,4,80,2,2,2,3,2,2,2,2
42,1.0,Travel_Frequently,481,Sales,12,3,Life Sciences,1,3,Male,25.0 - 50.0,3,4,Sales Executive,1,Single,10000.0 - 14999.0,0.0 - 6750.0,0,Y,True,6.0 - 12.0,3,2,80,0,22,2,2,21,9,13,14
34,0.0,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,3,Female,75.0 - 100.0,2,1,Research Scientist,4,Single,0.0 - 5000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,3,80,0,6,3,3,5,2,1,3
28,0.0,Travel_Rarely,1169,Human Resources,8,2,Medical,1,2,Male,50.0 - 75.0,2,1,Human Resources,4,Divorced,0.0 - 5000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,4,80,1,6,6,3,5,1,0,4
43,0.0,Travel_Rarely,1034,Sales,16,3,Marketing,1,4,Female,75.0 - 100.0,3,4,Manager,4,Married,14999.0 - 19999.0,6750.0 - 13500.0,5,Y,True,19.0 - 25.0,4,3,80,1,22,3,3,17,13,1,9
37,0.0,Travel_Rarely,228,Sales,6,4,Medical,1,3,Male,75.0 - 100.0,3,2,Sales Executive,4,Married,5000.0 - 10000.0,20249.0 - 26999.0,4,Y,False,12.0 - 19.0,3,2,80,1,7,5,4,5,4,0,1
44,0.0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,1,Female,25.0 - 50.0,2,2,Human Resources,3,Single,5000.0 - 10000.0,20249.0 - 26999.0,4,Y,False,6.0 - 12.0,3,2,80,0,10,1,4,2,2,0,2
34,0.0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1,Female,75.0 - 100.0,2,1,Research Scientist,3,Divorced,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,19.0 - 25.0,4,3,80,3,5,2,3,5,4,0,0
28,0.0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,2,Male,75.0 - 100.0,3,2,Sales Executive,4,Single,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,4,80,0,7,1,3,7,5,0,7
40,0.0,Travel_Rarely,300,Sales,26,3,Marketing,1,3,Male,50.0 - 75.0,3,2,Sales Executive,1,Married,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,2,80,1,8,3,2,7,7,7,5
34,0.0,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,3,Female,75.0 - 100.0,3,2,Sales Executive,1,Married,5000.0 - 10000.0,6750.0 - 13500.0,5,Y,False,12.0 - 19.0,3,2,80,1,6,1,3,3,2,1,2
44,0.0,Travel_Rarely,625,Research & Development,4,3,Medical,1,4,Male,25.0 - 50.0,3,2,Healthcare Representative,2,Single,5000.0 - 10000.0,0.0 - 6750.0,9,Y,False,6.0 - 12.0,3,4,80,0,10,2,2,5,2,2,3
25,0.0,Travel_Rarely,180,Research & Development,2,1,Medical,1,1,Male,50.0 - 75.0,4,1,Research Scientist,1,Single,0.0 - 5000.0,20249.0 - 26999.0,7,Y,False,12.0 - 19.0,3,3,80,0,6,3,2,4,3,0,1
34,1.0,Travel_Rarely,699,Research & Development,6,1,Medical,1,2,Male,75.0 - 100.0,3,1,Research Scientist,1,Single,0.0 - 5000.0,13500.0 - 20249.0,2,Y,False,6.0 - 12.0,3,3,80,0,8,2,3,4,2,1,3
60,0.0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,1,Female,25.0 - 50.0,3,5,Manager,1,Married,14999.0 - 19999.0,0.0 - 6750.0,5,Y,False,6.0 - 12.0,3,4,80,0,33,5,1,29,8,11,10
32,0.0,Travel_Rarely,601,Sales,7,5,Marketing,1,4,Male,75.0 - 100.0,3,2,Sales Executive,4,Married,5000.0 - 10000.0,20249.0 - 26999.0,4,Y,False,6.0 - 12.0,3,3,80,1,7,3,2,4,3,0,3
36,0.0,Travel_Rarely,188,Research & Development,7,4,Other,1,2,Male,50.0 - 75.0,3,1,Research Scientist,4,Single,0.0 - 5000.0,20249.0 - 26999.0,2,Y,False,12.0 - 19.0,3,3,80,0,8,6,3,6,2,0,1
32,0.0,Non-Travel,1109,Research & Development,29,4,Medical,1,4,Female,50.0 - 75.0,3,1,Laboratory Technician,3,Single,0.0 - 5000.0,6750.0 - 13500.0,9,Y,False,6.0 - 12.0,3,2,80,0,10,2,3,8,7,7,7
42,0.0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,3,Female,25.0 - 50.0,3,4,Manager,1,Married,14999.0 - 19999.0,13500.0 - 20249.0,0,Y,False,12.0 - 19.0,3,3,80,1,21,5,3,20,7,0,9
40,1.0,Travel_Rarely,575,Sales,22,2,Marketing,1,3,Male,50.0 - 75.0,2,2,Sales Executive,3,Married,5000.0 - 10000.0,0.0 - 6750.0,2,Y,True,6.0 - 12.0,3,1,80,2,8,6,3,6,4,1,0
25,1.0,Travel_Rarely,240,Sales,5,3,Marketing,1,3,Male,25.0 - 50.0,2,2,Sales Executive,3,Single,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,True,6.0 - 12.0,3,4,80,0,6,1,3,6,4,0,3
24,0.0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,2,Male,50.0 - 75.0,3,1,Laboratory Technician,3,Married,0.0 - 5000.0,6750.0 - 13500.0,0,Y,False,6.0 - 12.0,3,3,80,1,6,2,3,5,3,1,2
35,0.0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,4,Female,50.0 - 75.0,3,2,Healthcare Representative,4,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,True,19.0 - 25.0,4,4,80,1,10,2,1,10,6,0,7
48,0.0,Travel_Rarely,817,Sales,2,1,Marketing,1,2,Male,50.0 - 75.0,4,2,Sales Executive,2,Married,5000.0 - 10000.0,13500.0 - 20249.0,3,Y,False,6.0 - 12.0,3,4,80,0,12,3,3,2,2,2,2
50,0.0,Travel_Rarely,1126,Research & Development,1,2,Medical,1,4,Male,50.0 - 75.0,3,4,Research Director,4,Divorced,14999.0 - 19999.0,0.0 - 6750.0,9,Y,False,19.0 - 25.0,4,3,80,1,32,1,2,5,4,1,3
54,0.0,Travel_Rarely,685,Research & Development,3,3,Life Sciences,1,4,Male,75.0 - 100.0,3,4,Research Director,4,Married,14999.0 - 19999.0,20249.0 - 26999.0,3,Y,False,12.0 - 19.0,3,1,80,0,36,2,3,10,9,0,9
30,0.0,Travel_Rarely,202,Sales,2,1,Technical Degree,1,3,Male,50.0 - 75.0,3,1,Sales Representative,2,Married,0.0 - 5000.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,1,80,1,1,3,3,1,0,0,0
31,1.0,Travel_Rarely,542,Sales,20,3,Life Sciences,1,2,Female,50.0 - 75.0,1,2,Sales Executive,3,Married,0.0 - 5000.0,20249.0 - 26999.0,3,Y,True,6.0 - 12.0,3,3,80,1,4,2,3,2,2,2,2
39,1.0,Travel_Rarely,1162,Sales,3,2,Medical,1,4,Female,25.0 - 50.0,3,2,Sales Executive,3,Married,5000.0 - 10000.0,13500.0 - 20249.0,4,Y,True,12.0 - 19.0,3,1,80,0,12,3,2,1,0,0,0
51,1.0,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,1,Male,50.0 - 75.0,1,3,Manufacturing Director,4,Single,10000.0 - 14999.0,20249.0 - 26999.0,2,Y,False,12.0 - 19.0,3,4,80,0,18,2,3,4,2,0,3
44,0.0,Non-Travel,981,Research & Development,5,3,Life Sciences,1,3,Male,75.0 - 100.0,2,1,Laboratory Technician,3,Single,0.0 - 5000.0,6750.0 - 13500.0,3,Y,False,12.0 - 19.0,3,4,80,0,7,5,3,5,2,0,3
50,0.0,Travel_Rarely,989,Research & Development,7,2,Medical,1,2,Female,25.0 - 50.0,2,5,Research Director,3,Divorced,14999.0 - 19999.0,13500.0 - 20249.0,5,Y,True,6.0 - 12.0,3,4,80,1,29,2,2,27,3,13,8
32,0.0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,2,Male,50.0 - 75.0,3,2,Research Scientist,2,Married,5000.0 - 10000.0,6750.0 - 13500.0,1,Y,False,12.0 - 19.0,3,2,80,2,10,3,3,10,4,0,9
44,0.0,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,1,3,Male,75.0 - 100.0,4,5,Manager,1,Divorced,14999.0 - 19999.0,13500.0 - 20249.0,1,Y,False,12.0 - 19.0,3,4,80,2,26,4,2,25,9,14,13
53,0.0,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,1,Female,75.0 - 100.0,2,4,Manager,4,Married,14999.0 - 19999.0,20249.0 - 26999.0,2,Y,False,12.0 - 19.0,3,3,80,0,31,3,3,25,8,3,7
55,0.0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,1,Female,75.0 - 100.0,3,4,Manager,2,Single,14999.0 - 19999.0,6750.0 - 13500.0,3,Y,False,19.0 - 25.0,4,4,80,0,37,2,3,10,9,7,7
38,0.0,Non-Travel,152,Sales,10,3,Technical Degree,1,3,Female,75.0 - 100.0,3,2,Sales Executive,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,1,Y,True,12.0 - 19.0,3,2,80,0,6,1,3,5,3,1,3
34,1.0,Travel_Rarely,1107,Human Resources,9,4,Technical Degree,1,1,Female,50.0 - 75.0,3,1,Human Resources,3,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,False,12.0 - 19.0,3,4,80,0,2,0,3,2,2,2,2
36,0.0,Travel_Rarely,796,Research & Development,12,5,Medical,1,4,Female,50.0 - 75.0,2,3,Manufacturing Director,4,Single,5000.0 - 10000.0,13500.0 - 20249.0,0,Y,False,6.0 - 12.0,3,2,80,0,15,2,2,14,8,7,8
57,0.0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,3,Male,75.0 - 100.0,4,3,Healthcare Representative,4,Divorced,5000.0 - 10000.0,20249.0 - 26999.0,3,Y,True,12.0 - 19.0,3,2,80,1,12,2,1,5,3,1,4
36,0.0,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1,Male,25.0 - 50.0,2,2,Laboratory Technician,4,Single,5000.0 - 10000.0,20249.0 - 26999.0,1,Y,False,12.0 - 19.0,3,3,80,0,10,2,2,10,4,1,8
28,1.0,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,1,Male,75.0 - 100.0,3,1,Laboratory Technician,3,Single,0.0 - 5000.0,13500.0 - 20249.0,2,Y,False,6.0 - 12.0,3,3,80,0,5,5,1,0,0,0,0
35,0.0,Travel_Rarely,538,Research & Development,25,2,Other,1,1,Male,50.0 - 75.0,2,2,Laboratory Technician,4,Single,0.0 - 5000.0,13500.0 - 20249.0,4,Y,False,12.0 - 19.0,3,4,80,0,9,3,3,3,2,0,2
27,0.0,Travel_Frequently,1410,Sales,3,1,Medical,1,4,Female,50.0 - 75.0,4,2,Sales Executive,4,Divorced,0.0 - 5000.0,13500.0 - 20249.0,1,Y,True,19.0 - 25.0,4,2,80,2,6,3,3,6,5,0,4
37,1.0,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,3,Male,50.0 - 75.0,3,1,Human Resources,1,Divorced,0.0 - 5000.0,20249.0 - 26999.0,4,Y,True,19.0 - 25.0,4,4,80,0,7,3,3,3,2,0,2
50,1.0,Travel_Rarely,869,Sales,3,2,Marketing,1,1,Male,75.0 - 100.0,2,1,Sales Representative,3,Married,0.0 - 5000.0,0.0 - 6750.0,1,Y,True,12.0 - 19.0,3,3,80,0,3,2,3,3,2,0,2
